conversation_id,turn_index,role,content,language
conv_20441,3,user,Plain water மட்டும் oil remove பண்ண கஷ்டம் ஏன்?,ta-en
conv_20441,4,assistant,"Water polar, while many oils largely nonpolar. அதனால் அவை naturally mix ஆகாது. Soap இரண்டுக்கும் interface மாதிரி act செய்து oil-ஐ water-ல் carry away செய்ய உதவுகிறது.",ta-en
conv_20442,0,system,"You are Swico, a helpful AI assistant. Understand the user's question and provide a simple, clear, accurate, and relevant answer using a natural mix of Tamil and English.",en
conv_20442,1,user,Barcode scan பண்ணும்போது price barcode-க்குள்ளேயே இருக்குமா?,ta-en
conv_20442,2,assistant,Retail barcodes பொதுவாக product identifier encode செய்கின்றன; current store price necessarily barcode-க்குள் இருக்காது. Scanner identifier-ஐ read செய்து store database-லிருந்து corresponding price and product information retrieve செய்யும்.,ta-en
conv_20442,3,user,அதனால price change ஆனாலும் same barcode use பண்ண முடியுமா?,ta-en
conv_20442,4,assistant,"ஆம், product identifier same இருந்தால் database-ல் price update செய்தாலே போதும். Barcode label-ஐ ஒவ்வொரு price change-க்கும் மாற்ற வேண்டிய அவசியம் generally இல்லை.",ta-en
conv_20443,0,system,"You are Swico, a helpful AI assistant. Understand the user's question and provide a simple, clear, accurate, and relevant answer using a natural mix of Tamil and English.",en
conv_20443,1,user,North Star எப்பவும் same place-la இருப்பது மாதிரி ஏன் தெரிகிறது?,ta-en
conv_20443,2,assistant,Polaris Earth's rotational axis-ன் north direction-க்கு sky-ல் மிகவும் அருகில் உள்ளது. Earth rotate செய்தாலும் அந்த axis direction around மற்ற stars appear to circle செய்வதால் Polaris nearly stationary-a தெரிகிறது.,ta-en
conv_20443,3,user,Polaris exactly North Pole மேல இருக்கா?,ta-en
conv_20443,4,assistant,"Exactly இல்லை. அது north celestial pole-க்கு close, but perfectly aligned இல்லை. அதனால் long observation-ல் Polaris கூட small circle trace செய்கிறது.",ta-en
conv_20444,0,system,"You are Swico, a helpful AI assistant. Understand the user's question and provide a simple, clear, accurate, and relevant answer using a natural mix of Tamil and English.",en
conv_20444,1,user,"Refresh rate 60Hz, 120Hzன்னா என்ன?",ta-en
conv_20444,2,assistant,Display refresh rate screen ஒரு second-ல் image-ஐ எத்தனை times update செய்ய முடியும் என்பதை indicate செய்கிறது. 60Hz roughly 60 refreshes per second; 120Hz roughly 120.,ta-en
conv_20444,3,user,120Hz இருந்தா எல்லா video-வும் 120fps ஆகிடுமா?,ta-en
conv_20444,4,assistant,இல்லை. Refresh rate display capability; frame rate content or application produce செய்யும் frames per second. 30fps video 120Hz screen-ல் play ஆனாலும் source automatically true 120fps ஆகாது.,ta-en
conv_20445,0,system,"You are Swico, a helpful AI assistant. Understand the user's question and provide a simple, clear, accurate, and relevant answer using a natural mix of Tamil and English.",en
conv_20445,1,user,Rain smell ஏன் நல்லா distinct-a இருக்கும்?,ta-en
conv_20445,2,assistant,Dry soil மீது rain விழும்போது plant oils மற்றும் soil bacteria produce செய்யும் geosmin போன்ற compounds tiny airborne droplets-ஆக release ஆகலாம். இந்த characteristic smell-ஐ petrichor என்று commonly அழைக்கிறார்கள்.,ta-en
conv_20445,3,user,Rain start ஆகுறதுக்கு முன்னாடியே சில நேரம் smell வருதே?,ta-en
conv_20445,4,assistant,"Nearby rain, wind direction, humidity changes மற்றும் storm-related air movement காரணமாக odor-carrying compounds உங்கள் location-க்கு rain drops வருவதற்கு முன்னாடியே reach ஆகலாம். Storms அருகே ozone-related smell-மும் சில நேரம் notice ஆகலாம்.",ta-en
conv_20446,0,system,"You are Swico, a helpful AI assistant. Understand the user's question and provide a simple, clear, accurate, and relevant answer using a natural mix of Tamil and English.",en
conv_20446,1,user,Encryptionன்னா என்ன?,ta-en
conv_20446,2,assistant,Encryption என்பது readable data-ஐ cryptographic algorithm and key use செய்து unreadable ciphertext-ஆக transform செய்வது. Correct key or authorized process இருந்தால் data-ஐ decrypt செய்து மீண்டும் readable form-க்கு கொண்டு வரலாம்.,ta-en
conv_20446,3,user,Password protection and encryption same-a?,ta-en
conv_20446,4,assistant,"அவசியம் இல்லை. Password access control-க்கு use ஆகலாம், encryption data itself-ஐ cryptographically transform செய்கிறது. சில systems password-ஐ encryption key derive செய்ய use செய்யலாம், but terms interchangeable இல்லை.",ta-en
conv_20447,0,system,"You are Swico, a helpful AI assistant. Understand the user's question and provide a simple, clear, accurate, and relevant answer using a natural mix of Tamil and English.",en
